Timestamp	Roll(deg)	Pitch(deg)	Yaw(deg)	Roll (rad)	Pitch (rad)	Yaw (rad)
0.006539	-0.004767	2.774600
2023-10-31 16:55:14.4466320.374731	-0.272485	158.975189
0.006540	-0.004756	2.774641
2023-10-31 16:55:14.4856300.375304	-0.273171	158.977524
0.006550	-0.004768	2.774681
2023-10-31 16:55:14.5357710.375787	-0.273133	158.978912
0.006559	-0.004767	2.774705
2023-10-31 16:55:14.5859080.376324	-0.272587	158.978531
0.006568	-0.004758	2.774699
2023-10-31 16:55:14.6261920.377019	-0.272816	158.978806
0.006580	-0.004762	2.774704
2023-10-31 16:55:14.6661960.377447	-0.272796	158.981247
0.006588	-0.004761	2.774746
2023-10-31 16:55:14.7072000.377236	-0.272467	158.981506
0.006584	-0.004755	2.774751
2023-10-31 16:55:14.7551990.377283	-0.272518	158.981049
0.006585	-0.004756	2.774743
2023-10-31 16:55:14.8064720.377790	-0.272012	158.980087
0.006594	-0.004748	2.774726
2023-10-31 16:55:14.8557430.378863	-0.272230	158.978104
0.006612	-0.004751	2.774691
2023-10-31 16:55:14.9173190.379667	-0.272676	158.979492
0.006626	-0.004759	2.774716
2023-10-31 16:55:14.9453220.379968	-0.272824	158.978973
0.006632	-0.004762	2.774707
2023-10-31 16:55:14.9963180.380686	-0.273320	158.976974
0.006644	-0.004770	2.774672
2023-10-31 16:55:15.0364600.380266	-0.273966	158.977127
0.006637	-0.004782	2.774674
2023-10-31 16:55:15.0855910.380520	-0.273738	158.976639
0.006641	-0.004778	2.774666
2023-10-31 16:55:15.1355920.381348	-0.272908	158.975571
0.006656	-0.004763	2.774647
2023-10-31 16:55:15.1765950.381523	-0.274087	158.975388
0.006659	-0.004784	2.774644
2023-10-31 16:55:15.2265950.380786	-0.273610	158.975967
0.006646	-0.004775	2.774654
2023-10-31 16:55:15.2667050.381407	-0.273661	158.975708
0.006657	-0.004776	2.774650
2023-10-31 16:55:15.3067130.380949	-0.272915	158.974380
0.006649	-0.004763	2.774626
2023-10-31 16:55:15.3567180.380447	-0.272809	158.973770
0.006640	-0.004761	2.774616
2023-10-31 16:55:15.4052520.381018	-0.272906	158.974289
0.006650	-0.004763	2.774625
2023-10-31 16:55:15.4462570.380922	-0.272092	158.975510
0.006648	-0.004749	2.774646
2023-10-31 16:55:15.4853900.380404	-0.271552	158.977356
0.006639	-0.004739	2.774678
2023-10-31 16:55:15.5353910.380390	-0.271191	158.976013
0.006639	-0.004733	2.774655
2023-10-31 16:55:15.5866520.380389	-0.271865	158.976120
0.006639	-0.004745	2.774657
2023-10-31 16:55:15.6267880.380073	-0.271943	158.975739
0.006634	-0.004746	2.774650
2023-10-31 16:55:15.6667900.379777	-0.271714	158.976242
0.006628	-0.004742	2.774659
2023-10-31 16:55:15.7169210.379425	-0.271696	158.977875
0.006622	-0.004742	2.774687
2023-10-31 16:55:15.7661700.379320	-0.272340	158.977646
0.006620	-0.004753	2.774683
2023-10-31 16:55:15.8052910.379448	-0.272993	158.976166
0.006623	-0.004765	2.774657
2023-10-31 16:55:15.8565520.379995	-0.273065	158.974472
0.006632	-0.004766	2.774628
2023-10-31 16:55:15.9180560.379510	-0.273106	158.973938
0.006624	-0.004767	2.774619
2023-10-31 16:55:15.9460560.379002	-0.273134	158.974518
0.006615	-0.004767	2.774629
2023-10-31 16:55:15.9870590.379141	-0.273053	158.976440
0.006617	-0.004766	2.774662
2023-10-31 16:55:16.0263260.378494	-0.273949	158.976746
0.006606	-0.004781	2.774668
2023-10-31 16:55:16.0654400.378999	-0.273737	158.975967
0.006615	-0.004778	2.774654
2023-10-31 16:55:16.1167590.378660	-0.272979	158.975800
0.006609	-0.004764	2.774651
2023-10-31 16:55:16.1557600.378079	-0.273156	158.976486
0.006599	-0.004767	2.774663
2023-10-31 16:55:16.2058780.377808	-0.273666	158.977890
0.006594	-0.004776	2.774688
2023-10-31 16:55:16.2570140.378369	-0.272866	158.979416
0.006604	-0.004762	2.774714
2023-10-31 16:55:16.3060140.378460	-0.272396	158.979965
0.006605	-0.004754	2.774724
2023-10-31 16:55:16.3571420.377447	-0.271606	158.979797
0.006588	-0.004740	2.774721
2023-10-31 16:55:16.3962580.377365	-0.272590	158.979172
0.006586	-0.004758	2.774710
2023-10-31 16:55:16.4462640.376226	-0.272535	158.978729
0.006566	-0.004757	2.774702
2023-10-31 16:55:16.4963720.375891	-0.272423	158.980057
0.006561	-0.004755	2.774725
2023-10-31 16:55:16.5463680.376736	-0.272263	158.979828
