Time [s];Sway Acc [m/s2];Surge Acc [m/s2];Heave Acc[m/s2]
2.640000;0.552410;0.152440;0.090459
2.640500;0.456940;0.160940;0.098451
2.641000;0.342130;0.172490;0.089201
2.641500;0.231710;0.172160;0.077708
2.642000;0.120160;0.152940;0.085967
2.642500;0.008221;0.165220;0.069721
2.643000;-0.091264;0.158040;0.050164
2.643500;-0.175660;0.117790;0.044549
2.644000;-0.242390;0.092237;0.036025
2.644500;-0.310740;0.074882;0.047093
2.645000;-0.354710;0.047535;0.090187
2.645500;-0.375020;0.028817;0.130020
2.646000;-0.390340;0.007567;0.172040
2.646500;-0.396510;-0.002836;0.212290
2.647000;-0.380360;-0.008682;0.223850
2.647500;-0.369920;-0.020291;0.243410
2.648000;-0.350910;-0.036329;0.259370
2.648500;-0.336410;-0.016365;0.250150
2.649000;-0.337620;-0.015233;0.220700
2.649500;-0.317390;-0.031644;0.196670
2.650000;-0.300630;-0.022381;0.167530
2.650500;-0.278590;-0.023889;0.159730
2.651000;-0.239300;-0.033621;0.172040
2.651500;-0.195610;-0.036102;0.192170
2.652000;-0.150920;-0.035267;0.217070
2.652500;-0.099634;-0.054196;0.235590
2.653000;-0.069061;-0.061801;0.261220
2.653500;-0.070359;-0.065782;0.296620
2.654000;-0.084495;-0.077752;0.342800
2.654500;-0.141170;-0.070634;0.383870
2.655000;-0.208230;-0.074188;0.413290
2.655500;-0.264770;-0.085244;0.437430
2.656000;-0.330450;-0.084486;0.455610
2.656500;-0.375910;-0.090362;0.464780
2.657000;-0.372700;-0.101220;0.486240
2.657500;-0.366310;-0.101600;0.498130
2.658000;-0.341250;-0.088004;0.499130
2.658500;-0.278100;-0.092993;0.478630
2.659000;-0.220800;-0.087930;0.475620
2.659500;-0.160580;-0.071766;0.462990
2.660000;-0.088918;-0.060879;0.460950
2.660500;-0.004870;-0.051593;0.452590
2.661000;0.079247;-0.046237;0.442810
2.661500;0.149650;-0.029184;0.439630
2.662000;0.201850;-0.031850;0.445500
2.662500;0.241390;-0.036022;0.467990
2.663000;0.237750;-0.034431;0.501490
2.663500;0.195310;-0.027011;0.542330
2.664000;0.123380;-0.019805;0.581630
2.664500;0.024129;-0.021311;0.631620
2.665000;-0.094439;-0.006314;0.664400
2.665500;-0.210060;0.003546;0.682380
2.666000;-0.318590;0.017940;0.670070
2.666500;-0.406600;0.027503;0.630370
2.667000;-0.444060;0.031099;0.575720
2.667500;-0.450830;0.036399;0.500880
2.668000;-0.419150;0.051633;0.419920
2.668500;-0.363120;0.068804;0.346200
2.669000;-0.265510;0.079670;0.264990
2.669500;-0.144050;0.099380;0.180000
2.670000;-0.017522;0.119180;0.111060
2.670500;0.135780;0.127310;0.057228
2.671000;0.269820;0.143320;0.015409
2.671500;0.393810;0.143870;-0.015735
2.672000;0.492030;0.142260;-0.056133
2.672500;0.544960;0.150520;-0.109700
2.673000;0.573320;0.136710;-0.145040
2.673500;0.567970;0.101250;-0.171400
2.674000;0.506030;0.093539;-0.190310
2.674500;0.430870;0.083096;-0.199460
2.675000;0.358000;0.028952;-0.194870
2.675500;0.243510;0.018883;-0.186570
2.676000;0.166320;0.028719;-0.148090
2.676500;0.121930;-0.057495;-0.111870
2.677000;0.061909;-0.048931;-0.025467
2.677500;0.031128;-0.069157;0.022705
2.678000;0.060943;-0.113800;0.078026
2.678500;0.066040;-0.084120;0.111100
2.679000;0.087371;-0.077902;0.123680
2.679500;0.139590;-0.092603;0.165800
2.680000;0.188410;-0.089281;0.149970
2.680500;0.227360;-0.077643;0.142610
2.681000;0.294940;-0.091641;0.114280
2.681500;0.344270;-0.099402;0.073505
2.682000;0.371520;-0.095874;0.034823
2.682500;0.406110;-0.110620;0.027893
2.683000;0.405300;-0.114500;0.007103
2.683500;0.397180;-0.101850;0.002740
2.684000;0.399300;-0.119450;0.021383
2.684500;0.414790;-0.134800;0.047473
2.685000;0.378310;-0.100900;0.061866
2.685500;0.383000;-0.117610;0.095632
2.686000;0.396360;-0.117500;0.148110
2.686500;0.369000;-0.078573;0.169500
2.687000;0.369750;-0.084907;0.232760
2.687500;0.366330;-0.065208;0.273510
2.688000;0.328860;-0.038716;0.304350
2.688500;0.300980;-0.039722;0.354410
2.689000;0.261900;-0.038362;0.397800
2.689500;0.205040;-0.043183;0.444430
2.690000;0.158110;-0.080883;0.501330
2.690500;0.099596;-0.110160;0.566480
2.691000;0.018620;-0.117470;0.592080
2.691500;-0.053585;-0.166950;0.653050
2.692000;-0.118050;-0.195820;0.715500
2.692500;-0.197130;-0.207350;0.743180
2.693000;-0.234440;-0.240880;0.771760
2.693500;-0.263920;-0.263980;0.787610
2.694000;-0.274310;-0.278310;0.795820
2.694500;-0.254390;-0.286310;0.815260
2.695000;-0.216150;-0.298840;0.809260
2.695500;-0.163160;-0.298330;0.793170
2.696000;-0.097911;-0.304900;0.758380
2.696500;-0.055373;-0.307910;0.725220
2.697000;-0.015893;-0.301760;0.672500
2.697500;0.010047;-0.304040;0.629530
2.698000;0.016256;-0.304700;0.599760
2.698500;-0.004848;-0.287870;0.558830
2.699000;-0.045578;-0.280640;0.511120
2.699500;-0.089989;-0.279220;0.468590
2.700000;-0.158600;-0.265570;0.423570
2.700500;-0.225470;-0.262580;0.389150
2.701000;-0.289440;-0.253730;0.353040
2.701500;-0.344270;-0.240520;0.302240
2.702000;-0.406220;-0.239300;0.263890
2.702500;-0.459640;-0.233670;0.242830
2.703000;-0.502360;-0.224420;0.218460
2.703500;-0.509180;-0.227580;0.214150
2.704000;-0.497980;-0.247290;0.228520
2.704500;-0.482150;-0.249020;0.251590
2.705000;-0.440750;-0.260620;0.276100
2.705500;-0.378350;-0.279890;0.302480
2.706000;-0.325670;-0.277450;0.303170
2.706500;-0.280750;-0.281070;0.311460
2.707000;-0.239370;-0.286280;0.308720
2.707500;-0.195040;-0.278210;0.289400
2.708000;-0.166200;-0.273320;0.251950
2.708500;-0.131430;-0.264320;0.209430
2.709000;-0.097047;-0.258610;0.155940
2.709500;-0.063356;-0.240550;0.106900
2.710000;-0.020953;-0.229650;0.071638
2.710500;0.026458;-0.207460;0.048235
2.711000;0.066840;-0.185890;0.019729
2.711500;0.088781;-0.176510;0.015763
2.712000;0.113360;-0.151740;0.013390
2.712500;0.128560;-0.140570;-0.004710
2.713000;0.119460;-0.123800;-0.005023
2.713500;0.114300;-0.116610;-0.028771
2.714000;0.081975;-0.104260;-0.026844
2.714500;0.044326;-0.090396;-0.037800
2.715000;-0.007250;-0.072135;-0.031913
2.715500;-0.060397;-0.072466;-0.028903
2.716000;-0.117170;-0.072181;-0.008896
2.716500;-0.172290;-0.062277;-0.001370
2.717000;-0.214240;-0.068482;0.007921
2.717500;-0.250300;-0.073885;0.030734
2.718000;-0.246020;-0.080810;0.037617
2.718500;-0.234370;-0.079781;0.030605
2.719000;-0.182480;-0.089672;0.009580
2.719500;-0.107980;-0.096653;-0.017058
2.720000;-0.042606;-0.089586;-0.062370
2.720500;0.029811;-0.095134;-0.110990
2.721000;0.102070;-0.091091;-0.167320
2.721500;0.161220;-0.083931;-0.224400
2.722000;0.219740;-0.090158;-0.260430
2.722500;0.262220;-0.098386;-0.274310
2.723000;0.270980;-0.101530;-0.267660
2.723500;0.280570;-0.114690;-0.252980
2.724000;0.261610;-0.132280;-0.227750
2.724500;0.220580;-0.151320;-0.198560
2.725000;0.168000;-0.178780;-0.151390
2.725500;0.100040;-0.200320;-0.094981
2.726000;0.032425;-0.226900;-0.040976
2.726500;-0.036746;-0.242410;0.013280
2.727000;-0.095710;-0.255450;0.065303
2.727500;-0.148010;-0.275610;0.109660
2.728000;-0.195840;-0.277490;0.157560
2.728500;-0.243650;-0.279280;0.193610
2.729000;-0.264170;-0.284070;0.240580
2.729500;-0.264850;-0.289200;0.286480
2.730000;-0.264510;-0.278520;0.332100
2.730500;-0.252310;-0.281440;0.367620
2.731000;-0.234620;-0.284590;0.401790
2.731500;-0.210420;-0.272340;0.439530
2.732000;-0.176620;-0.257450;0.451200
2.732500;-0.129360;-0.240870;0.437400
2.733000;-0.056508;-0.233200;0.394040
2.733500;0.011410;-0.215510;0.332370
2.734000;0.087280;-0.207140;0.270490
2.734500;0.153840;-0.173380;0.189100
2.735000;0.217370;-0.155820;0.110390
2.735500;0.283140;-0.139680;0.049334
2.736000;0.318060;-0.109520;-0.007192
2.736500;0.358590;-0.100160;-0.045830
2.737000;0.384490;-0.104300;-0.053318
2.737500;0.372330;-0.091244;-0.043095
2.738000;0.329130;-0.076130;-0.006235
2.738500;0.281900;-0.083636;0.031221
2.739000;0.208530;-0.073684;0.077226
2.739500;0.122790;-0.063370;0.092344
2.740000;0.051991;-0.073372;0.126390
2.740500;-0.027591;-0.073420;0.149930
2.741000;-0.100150;-0.059586;0.150170
2.741500;-0.141160;-0.048562;0.130190
2.742000;-0.148120;-0.046286;0.082813
2.742500;-0.132250;-0.053093;0.037098
2.743000;-0.073954;-0.068673;-0.011879
2.743500;-0.005529;-0.056896;-0.050753
2.744000;0.086038;-0.078781;-0.093519
2.744500;0.166140;-0.079368;-0.112440
2.745000;0.217660;-0.080997;-0.136590
2.745500;0.291610;-0.116850;-0.105670
2.746000;0.323090;-0.128150;-0.059821
2.746500;0.325890;-0.139050;-0.009648
2.747000;0.310900;-0.168560;0.043993
2.747500;0.261350;-0.185120;0.085293
2.748000;0.177770;-0.197580;0.116350
2.748500;0.090009;-0.205640;0.135220
2.749000;-0.008508;-0.214530;0.138620
2.749500;-0.106050;-0.222820;0.146050
2.750000;-0.183460;-0.222860;0.139480
2.750500;-0.228970;-0.225420;0.131410
2.751000;-0.235060;-0.234380;0.125660
2.751500;-0.212140;-0.237700;0.139030
2.752000;-0.181300;-0.230080;0.167520
2.752500;-0.117070;-0.222240;0.211320
2.753000;-0.052660;-0.210650;0.266280
2.753500;0.009622;-0.187930;0.333440
2.754000;0.076359;-0.179490;0.392530
2.754500;0.146480;-0.188790;0.454340
2.755000;0.195560;-0.184320;0.499850
2.755500;0.206640;-0.183930;0.524630
2.756000;0.195180;-0.186910;0.528240
2.756500;0.152750;-0.198560;0.533030
2.757000;0.094849;-0.201200;0.527160
2.757500;0.029248;-0.197650;0.499590
2.758000;-0.028821;-0.206390;0.470870
2.758500;-0.072413;-0.208730;0.442770
2.759000;-0.096102;-0.208190;0.419330
2.759500;-0.083462;-0.215370;0.393170
2.760000;-0.051543;-0.208060;0.362610
2.760500;0.005076;-0.205540;0.304340
2.761000;0.077814;-0.209990;0.251540
2.761500;0.136700;-0.193240;0.191760
2.762000;0.196190;-0.205800;0.133390
2.762500;0.222860;-0.202750;0.091618
2.763000;0.235030;-0.210670;0.076047
2.763500;0.219020;-0.203890;0.053611
2.764000;0.178680;-0.213980;0.047936
2.764500;0.134180;-0.231750;0.046587
2.765000;0.082170;-0.243170;0.044350
2.765500;0.013554;-0.249370;0.062014
2.766000;-0.065755;-0.254120;0.064941
2.766500;-0.149670;-0.261060;0.064331
2.767000;-0.239530;-0.272660;0.077328
2.767500;-0.329290;-0.270000;0.101880
2.768000;-0.403500;-0.271990;0.134510
2.768500;-0.470020;-0.276120;0.172640
2.769000;-0.492300;-0.271600;0.199850
2.769500;-0.499840;-0.273720;0.235200
2.770000;-0.483940;-0.278650;0.259020
2.770500;-0.442710;-0.279020;0.278550
2.771000;-0.380320;-0.282910;0.284470
2.771500;-0.312010;-0.271820;0.275910
2.772000;-0.235710;-0.262620;0.235540
2.772500;-0.147240;-0.265400;0.184840
2.773000;-0.056365;-0.274310;0.134170
2.773500;0.011755;-0.257900;0.069050
2.774000;0.085094;-0.249460;0.006439
2.774500;0.147530;-0.241990;-0.055935
2.775000;0.190640;-0.227920;-0.112520
2.775500;0.227300;-0.220770;-0.134840
2.776000;0.239470;-0.208980;-0.128160
2.776500;0.241530;-0.203700;-0.090643
2.777000;0.225810;-0.192340;-0.033201
2.777500;0.183530;-0.170260;0.025839
2.778000;0.142020;-0.165060;0.089008
2.778500;0.104940;-0.158110;0.158040
2.779000;0.076315;-0.147960;0.225010
2.779500;0.043926;-0.140920;0.281110
2.780000;0.021685;-0.139100;0.307380
2.780500;0.019729;-0.144970;0.306270
2.781000;0.029519;-0.135640;0.278050
2.781500;0.032913;-0.113290;0.239310
2.782000;0.054402;-0.099716;0.191050
2.782500;0.112430;-0.085112;0.116010
2.783000;0.187190;-0.061147;0.023900
2.783500;0.291290;-0.042235;-0.066759
2.784000;0.413720;-0.027705;-0.149870
2.784500;0.536120;-0.023924;-0.212820
2.785000;0.654300;-0.020866;-0.247510
2.785500;0.742720;-0.011397;-0.262260
2.786000;0.805720;-0.024486;-0.259020
2.786500;0.835940;-0.041108;-0.241050
2.787000;0.804040;-0.053878;-0.201430
2.787500;0.725570;-0.075666;-0.125490
2.788000;0.613370;-0.093163;-0.041115
2.788500;0.451830;-0.108080;0.040944
2.789000;0.257020;-0.131310;0.130340
2.789500;0.032198;-0.139090;0.207260
2.790000;-0.187980;-0.149660;0.279240
2.790500;-0.374730;-0.167630;0.349650
2.791000;-0.553110;-0.166790;0.393750
2.791500;-0.686730;-0.164780;0.407690
2.792000;-0.747930;-0.171560;0.390550
2.792500;-0.767240;-0.168330;0.357800
2.793000;-0.727300;-0.162620;0.323590
2.793500;-0.627700;-0.165500;0.265740
2.794000;-0.491280;-0.184260;0.179050
2.794500;-0.339790;-0.187720;0.050279
2.795000;-0.151950;-0.178310;-0.088409
2.795500;0.024463;-0.233550;-0.180130
2.796000;0.132920;-0.272610;-0.267210
2.796500;0.166400;-0.169250;-0.314850
2.797000;0.232960;-0.243330;-0.427910
2.797500;0.192720;-0.204620;-0.468420
2.798000;0.147240;-0.249000;-0.481520
2.798500;0.093725;-0.273140;-0.445780
2.799000;-0.020643;-0.213060;-0.434350
2.799500;-0.107790;-0.237030;-0.395210
2.800000;-0.211090;-0.246540;-0.356740
2.800500;-0.315460;-0.234040;-0.322860
2.801000;-0.417220;-0.190640;-0.274720
2.801500;-0.444020;-0.211430;-0.222610
2.802000;-0.436300;-0.221110;-0.165240
2.802500;-0.462480;-0.180650;-0.151540
2.803000;-0.403690;-0.198620;-0.100630
2.803500;-0.316950;-0.219030;-0.087500
2.804000;-0.243750;-0.197920;-0.077280
2.804500;-0.178330;-0.191010;-0.066434
2.805000;-0.100090;-0.199890;-0.042663
2.805500;-0.065675;-0.198460;-0.045274
2.806000;-0.030548;-0.204580;-0.044302
2.806500;-0.026031;-0.203470;-0.039773
2.807000;-0.051435;-0.200060;-0.044811
2.807500;-0.070072;-0.220240;-0.005522
2.808000;-0.119690;-0.203600;0.018568
2.808500;-0.179300;-0.190520;0.034491
2.809000;-0.194140;-0.198610;0.038969
2.809500;-0.192550;-0.192850;0.036045
2.810000;-0.195450;-0.176050;0.027059
2.810500;-0.154210;-0.181750;0.003502
2.811000;-0.112610;-0.166640;-0.017023
2.811500;-0.092708;-0.129900;-0.059406
2.812000;-0.050400;-0.108100;-0.079973
2.812500;-0.029792;-0.071648;-0.086370
2.813000;-0.019482;-0.032504;-0.079805
2.813500;-0.015842;0.006776;-0.079698
2.814000;-0.029013;0.037354;-0.105270
2.814500;-0.058167;0.065174;-0.133050
2.815000;-0.077289;0.069791;-0.190130
2.815500;-0.117760;0.078237;-0.243830
2.816000;-0.162810;0.073086;-0.321420
2.816500;-0.186930;0.048150;-0.391330
2.817000;-0.223950;0.032583;-0.476700
2.817500;-0.252880;0.020967;-0.549490
2.818000;-0.245990;-0.009209;-0.610320
2.818500;-0.202930;-0.090771;-0.647100
2.819000;-0.204570;-0.029374;-0.663190
2.819500;-0.128780;-0.086023;-0.703120
2.820000;-0.124740;-0.062753;-0.712360
2.820500;-0.084901;-0.089796;-0.739870
2.821000;-0.012429;-0.135160;-0.706520
2.821500;-0.029278;-0.062627;-0.736370
2.822000;0.007346;-0.087114;-0.719690
2.822500;0.059553;-0.118030;-0.678710
2.823000;0.056444;-0.095418;-0.703290
2.823500;0.073107;-0.080437;-0.699840
2.824000;0.131670;-0.115520;-0.677690
2.824500;0.176980;-0.103090;-0.648320
2.825000;0.191860;-0.092173;-0.639050
2.825500;0.206120;-0.099895;-0.599520
2.826000;0.219910;-0.112270;-0.556620
2.826500;0.211030;-0.095486;-0.510310
2.827000;0.200510;-0.106930;-0.431770
2.827500;0.196170;-0.115070;-0.342210
2.828000;0.177710;-0.107650;-0.288160
2.828500;0.162460;-0.131420;-0.216960
2.829000;0.137720;-0.124970;-0.170560
2.829500;0.115300;-0.125610;-0.139090
2.830000;0.119590;-0.152010;-0.074664
2.830500;0.103040;-0.134510;-0.055863
2.831000;0.075631;-0.123220;-0.045170
2.831500;0.058625;-0.134320;-0.023733
2.832000;0.033736;-0.118700;-0.002132
2.832500;0.013061;-0.086719;0.038581
2.833000;-0.002187;-0.081102;0.066736
2.833500;-0.003591;-0.071299;0.082307
2.834000;-0.020630;-0.055033;0.084000
2.834500;-0.028322;-0.054458;0.092730
2.835000;-0.034635;-0.052114;0.095749
2.835500;-0.050901;-0.037992;0.090419
2.836000;-0.083560;-0.030412;0.077996
2.836500;-0.125480;-0.032514;0.063647
2.837000;-0.174530;-0.025361;0.036104
2.837500;-0.208280;-0.029709;0.012672
2.838000;-0.234850;-0.024835;0.003233
2.838500;-0.270860;-0.010308;-0.008449
2.839000;-0.302270;-0.007015;-0.023251
2.839500;-0.344090;0.003489;-0.049606
2.840000;-0.399490;0.016267;-0.085568
2.840500;-0.456090;0.020730;-0.109390
2.841000;-0.511320;0.017159;-0.136890
2.841500;-0.555270;0.003030;-0.161540
2.842000;-0.606540;-0.001033;-0.195650
2.842500;-0.642490;-0.003144;-0.238620
2.843000;-0.652700;-0.015846;-0.269400
2.843500;-0.652120;-0.026412;-0.293500
2.844000;-0.625310;-0.024479;-0.310150
2.844500;-0.572970;-0.032389;-0.328620
2.845000;-0.523220;-0.036982;-0.330430
2.845500;-0.468810;-0.031532;-0.347260
2.846000;-0.426300;-0.018970;-0.350060
2.846500;-0.391500;-0.011370;-0.337140
2.847000;-0.361610;0.000040;-0.325050
2.847500;-0.347500;0.023238;-0.305010
2.848000;-0.329510;0.035692;-0.285030
2.848500;-0.296490;0.048783;-0.272180
2.849000;-0.257650;0.063836;-0.269070
2.849500;-0.218180;0.073421;-0.277720
2.850000;-0.174840;0.084955;-0.296040
2.850500;-0.126910;0.093077;-0.306440
2.851000;-0.082469;0.101100;-0.290830
2.851500;-0.060235;0.118580;-0.280480
2.852000;-0.042029;0.134550;-0.258010
2.852500;-0.039761;0.153180;-0.230260
2.853000;-0.050263;0.163440;-0.217950
2.853500;-0.058866;0.161790;-0.203070
2.854000;-0.047503;0.171520;-0.216620
2.854500;-0.045652;0.196380;-0.241900
2.855000;-0.035353;0.220680;-0.249270
2.855500;-0.040031;0.257010;-0.265660
2.856000;-0.028273;0.299240;-0.303740
2.856500;-0.006770;0.335590;-0.342600
2.857000;0.026678;0.368210;-0.398170
2.857500;0.074070;0.402220;-0.437530
2.858000;0.137100;0.419620;-0.480300
2.858500;0.205690;0.433660;-0.511870
2.859000;0.251260;0.462600;-0.544080
2.859500;0.273770;0.478030;-0.549980
2.860000;0.277270;0.480120;-0.521020
2.860500;0.255780;0.484910;-0.485300
2.861000;0.203980;0.484240;-0.429210
2.861500;0.132850;0.463970;-0.367550
2.862000;0.055898;0.444950;-0.304040
2.862500;-0.032066;0.442450;-0.226340
2.863000;-0.129490;0.370270;-0.176920
2.863500;-0.262050;0.366730;-0.129050
2.864000;-0.391690;0.440370;-0.141510
2.864500;-0.400360;0.284520;-0.143840
2.865000;-0.492660;0.322960;-0.164020
2.865500;-0.419180;0.369210;-0.201410
2.866000;-0.412140;0.397010;-0.318800
2.866500;-0.299240;0.360380;-0.365400
2.867000;-0.143940;0.352500;-0.371630
2.867500;-0.070443;0.475530;-0.502680
2.868000;0.075566;0.424070;-0.536540
2.868500;0.205450;0.384320;-0.546000
2.869000;0.273990;0.410590;-0.594910
2.869500;0.287160;0.418130;-0.624550
2.870000;0.328320;0.402600;-0.647360
2.870500;0.288560;0.400400;-0.662340
2.871000;0.221330;0.302780;-0.672800
2.871500;0.067322;0.447850;-0.649650
2.872000;0.031521;0.351140;-0.681580
2.872500;-0.111670;0.412890;-0.675280
2.873000;-0.203640;0.379730;-0.708170
2.873500;-0.233410;0.358400;-0.680730
2.874000;-0.293410;0.388740;-0.744060
2.874500;-0.283740;0.369520;-0.702020
2.875000;-0.266990;0.393150;-0.676020
2.875500;-0.242100;0.397130;-0.678080
2.876000;-0.160350;0.399910;-0.625050
2.876500;-0.071732;0.428660;-0.630140
2.877000;0.021686;0.437900;-0.626620
2.877500;0.135160;0.398790;-0.636150
2.878000;0.188860;0.428490;-0.646990
2.878500;0.205250;0.436500;-0.670470
2.879000;0.214110;0.422170;-0.646120
2.879500;0.170140;0.422380;-0.604790
2.880000;0.121820;0.414690;-0.521910
2.880500;0.031207;0.436450;-0.476920
2.881000;-0.040203;0.429700;-0.431000
2.881500;-0.093641;0.425150;-0.363700
2.882000;-0.173250;0.442290;-0.289820
2.882500;-0.229560;0.445350;-0.209390
2.883000;-0.272230;0.469940;-0.175100
2.883500;-0.293360;0.471040;-0.150150
2.884000;-0.290320;0.476530;-0.141360
2.884500;-0.294650;0.513140;-0.157560
2.885000;-0.253130;0.497060;-0.163630
2.885500;-0.201380;0.508970;-0.156140
2.886000;-0.179160;0.552460;-0.188520
2.886500;-0.128320;0.559620;-0.214700
2.887000;-0.093311;0.569020;-0.239210
2.887500;-0.087470;0.586400;-0.261290
2.888000;-0.083989;0.590490;-0.246540
2.888500;-0.109580;0.585450;-0.255840
2.889000;-0.161930;0.580700;-0.249300
2.889500;-0.211000;0.567280;-0.237650
2.890000;-0.283370;0.563420;-0.226010
2.890500;-0.352350;0.544370;-0.197580
2.891000;-0.410120;0.513820;-0.168580
2.891500;-0.461530;0.494750;-0.146880
2.892000;-0.487690;0.463500;-0.129660
2.892500;-0.497510;0.438590;-0.125180
2.893000;-0.494430;0.421500;-0.140190
2.893500;-0.462390;0.389970;-0.151560
2.894000;-0.431530;0.372910;-0.158360
2.894500;-0.386120;0.362310;-0.175670
2.895000;-0.355090;0.368220;-0.184080
2.895500;-0.306590;0.352000;-0.210150
2.896000;-0.244470;0.343720;-0.225500
2.896500;-0.215600;0.345250;-0.241620
2.897000;-0.163830;0.332770;-0.228650
2.897500;-0.111310;0.330540;-0.211310
2.898000;-0.092803;0.338760;-0.188610
2.898500;-0.076936;0.343850;-0.167480
2.899000;-0.060978;0.343370;-0.152590
2.899500;-0.076820;0.339940;-0.118310
2.900000;-0.074838;0.322680;-0.075891
2.900500;-0.107110;0.320210;-0.039955
2.901000;-0.143920;0.308030;0.006176
2.901500;-0.179280;0.307180;0.059356
2.902000;-0.247540;0.317960;0.109660
2.902500;-0.297880;0.308840;0.170510
2.903000;-0.354070;0.331150;0.214690
2.903500;-0.381940;0.340400;0.242220
2.904000;-0.388040;0.351330;0.263090
2.904500;-0.396190;0.379850;0.249920
2.905000;-0.361290;0.392340;0.243710
2.905500;-0.316150;0.403850;0.214690
2.906000;-0.270300;0.426630;0.175770
2.906500;-0.209110;0.442700;0.134540
2.907000;-0.134430;0.454790;0.087106
2.907500;-0.070471;0.461600;0.049282
2.908000;0.000123;0.457860;0.003061
2.908500;0.056796;0.442690;-0.031083
2.909000;0.084176;0.416830;-0.053852
2.909500;0.077332;0.408290;-0.050367
2.910000;0.009221;0.409910;-0.044119
2.910500;-0.079530;0.404030;-0.027334
2.911000;-0.190960;0.400090;-0.008565
2.911500;-0.315110;0.398900;-0.000051
2.912000;-0.426120;0.399200;0.012502
2.912500;-0.521330;0.384550;0.002089
2.913000;-0.599280;0.370610;-0.002558
2.913500;-0.661700;0.368490;-0.019511
2.914000;-0.704440;0.369600;-0.041293
2.914500;-0.733100;0.364790;-0.059997
2.915000;-0.736000;0.375140;-0.085568
2.915500;-0.724920;0.380420;-0.127490
2.916000;-0.683000;0.374060;-0.158890
2.916500;-0.621940;0.381160;-0.203410
2.917000;-0.535450;0.375070;-0.244910
2.917500;-0.448480;0.368040;-0.271800
2.918000;-0.389480;0.354130;-0.302860
2.918500;-0.328560;0.325460;-0.322070
2.919000;-0.290800;0.315900;-0.332980
2.919500;-0.288480;0.307820;-0.348330
2.920000;-0.289090;0.275690;-0.339240
2.920500;-0.303290;0.245420;-0.326390
2.921000;-0.319930;0.238380;-0.319010
2.921500;-0.331700;0.216520;-0.301720
2.922000;-0.328190;0.190020;-0.294860
2.922500;-0.321550;0.185390;-0.311150
2.923000;-0.308240;0.169440;-0.329330
2.923500;-0.279360;0.162340;-0.342620
2.924000;-0.232320;0.171010;-0.353320
2.924500;-0.196520;0.178640;-0.348680
2.925000;-0.147160;0.200430;-0.353470
2.925500;-0.085880;0.219370;-0.356410
2.926000;0.004197;0.217430;-0.340620
2.926500;0.080479;0.240100;-0.318970
2.927000;0.138080;0.257150;-0.318800
2.927500;0.192100;0.256890;-0.279550
2.928000;0.235980;0.264100;-0.253930
2.928500;0.225640;0.299780;-0.253540
2.929000;0.208150;0.303330;-0.248630
2.929500;0.219400;0.306040;-0.235130
2.930000;0.205770;0.330520;-0.240160
2.930500;0.187560;0.353030;-0.248900
2.931000;0.206990;0.357470;-0.293070
2.931500;0.249850;0.358260;-0.340510
2.932000;0.302850;0.365340;-0.395230
2.932500;0.345710;0.368910;-0.452600
2.933000;0.393950;0.375360;-0.505940
2.933500;0.434600;0.373360;-0.550430
2.934000;0.448360;0.392410;-0.585440
2.934500;0.450030;0.404640;-0.637380
2.935000;0.452250;0.414120;-0.664950
2.935500;0.457510;0.406260;-0.673520
2.936000;0.430230;0.422010;-0.663720
2.936500;0.373500;0.426160;-0.652470
2.937000;0.325670;0.416170;-0.632710
2.937500;0.246230;0.380920;-0.630010
2.938000;0.123320;0.379630;-0.620300
2.938500;-0.017891;0.426430;-0.629410
2.939000;-0.110850;0.341180;-0.616840
2.939500;-0.269910;0.308130;-0.589470
2.940000;-0.373880;0.330040;-0.573110
2.940500;-0.475480;0.316990;-0.581260
2.941000;-0.498770;0.254110;-0.544900
2.941500;-0.498320;0.229810;-0.520870
2.942000;-0.521800;0.248280;-0.546200
2.942500;-0.461310;0.194930;-0.549960
2.943000;-0.409760;0.176450;-0.563760
2.943500;-0.379360;0.198100;-0.598290
2.944000;-0.324590;0.189870;-0.647850
2.944500;-0.260560;0.161460;-0.703100
2.945000;-0.225830;0.161480;-0.756110
2.945500;-0.198490;0.139430;-0.797220
2.946000;-0.174240;0.123930;-0.818400
2.946500;-0.160360;0.128150;-0.823430
2.947000;-0.156860;0.106560;-0.805820
2.947500;-0.155350;0.093465;-0.760200
2.948000;-0.177210;0.106570;-0.702070
2.948500;-0.191100;0.084549;-0.625240
2.949000;-0.180160;0.062910;-0.518690
2.949500;-0.187300;0.082778;-0.426440
2.950000;-0.191100;0.069098;-0.313850
2.950500;-0.176350;0.053548;-0.202410
2.951000;-0.179350;0.065828;-0.109930
2.951500;-0.179010;0.059955;-0.023034
2.952000;-0.163280;0.051396;0.066172
2.952500;-0.176260;0.057560;0.145050
2.953000;-0.177650;0.054601;0.222300
2.953500;-0.169750;0.043931;0.284200
2.954000;-0.181450;0.050036;0.314950
2.954500;-0.164350;0.042713;0.348100
2.955000;-0.151350;0.045531;0.373930
2.955500;-0.144710;0.061358;0.371510
2.956000;-0.120490;0.075072;0.342340
2.956500;-0.095196;0.083192;0.279850
2.957000;-0.071323;0.108830;0.208420
2.957500;-0.022488;0.110190;0.129730
2.958000;0.023761;0.114710;0.045869
2.958500;0.072752;0.129590;-0.027100
2.959000;0.125950;0.131830;-0.058990
2.959500;0.151860;0.140390;-0.053067
2.960000;0.134540;0.158490;-0.023083
2.960500;0.090840;0.165770;0.034107
